id_user,umur,jenis_kelamin,tinggi_badan,berat_badan,target_berat,aktivitas_harian,rutin_olahraga,ngemil_malam,jam_tidur,motivasi
831,54,laki-laki,198.3,104.6,80.9,tinggi,sering,jarang,8,Meningkatkan Kebugaran
832,31,laki-laki,186.7,78.4,76.8,tinggi,jarang,sering,7,Menjaga Kesehatan
833,61,laki-laki,162.7,73.1,58.2,tinggi,sering,tidak pernah,9,Menjaga Kesehatan
834,47,laki-laki,186.8,79.8,74,tinggi,sering,sering,5,Meningkatkan Kebugaran
835,61,laki-laki,168.2,76.8,84.8,sedang,jarang,jarang,6,Meningkatkan Berat Badan
836,18,laki-laki,179,74.7,80.2,sedang,sering,sering,4,Meningkatkan Berat Badan
837,41,laki-laki,172.7,82.8,64.4,rendah,tidak pernah,tidak pernah,4,Meningkatkan Kebugaran
838,51,laki-laki,175.9,67.8,74.1,rendah,tidak pernah,sering,4,Meningkatkan Berat Badan
839,31,laki-laki,165.9,65.7,57.6,tinggi,sering,sering,8,Meningkatkan Kebugaran
840,35,laki-laki,193.6,98.5,77.6,sedang,sering,sering,9,Menjaga Kesehatan
841,51,laki-laki,185.8,78.1,79.5,sedang,jarang,jarang,6,Menjaga Kesehatan
842,39,laki-laki,190.3,83.3,81.2,sedang,jarang,jarang,8,Meningkatkan Kebugaran
843,33,laki-laki,178.4,72.2,61.7,rendah,tidak pernah,jarang,5,Menurunkan Berat Badan
844,43,laki-laki,195.9,107.2,87.7,rendah,tidak pernah,jarang,8,Meningkatkan Kebugaran
845,29,laki-laki,173.2,78.9,74.6,rendah,jarang,jarang,6,Menurunkan Berat Badan
846,58,laki-laki,175.7,81.6,61.9,tinggi,sering,sering,9,Meningkatkan Kebugaran
847,56,laki-laki,175.1,63.4,63.5,rendah,jarang,sering,4,Menjaga Kesehatan
848,18,laki-laki,164.2,74,66.8,tinggi,sering,sering,4,Menurunkan Berat Badan
849,33,laki-laki,197.9,74.7,89.7,rendah,tidak pernah,sering,4,Menjaga Kesehatan
850,63,laki-laki,169.9,72.1,60.4,rendah,tidak pernah,tidak pernah,5,Meningkatkan Kebugaran
851,36,laki-laki,167.3,73.9,62.1,tinggi,sering,sering,7,Menjaga Kesehatan
852,49,laki-laki,166.9,61.6,61.1,sedang,sering,tidak pernah,6,Menjaga Kesehatan
853,58,laki-laki,170.6,82.5,69.8,tinggi,tidak pernah,tidak pernah,6,Meningkatkan Kebugaran
854,44,laki-laki,162.1,74.2,65,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
855,41,laki-laki,170.1,73.7,67.7,tinggi,jarang,jarang,7,Meningkatkan Kebugaran
856,47,laki-laki,160.7,66.2,62.2,sedang,tidak pernah,tidak pernah,4,Menurunkan Berat Badan
857,24,laki-laki,198.1,101.8,93.2,tinggi,tidak pernah,jarang,9,Menurunkan Berat Badan
858,39,laki-laki,195.8,109.5,83.1,sedang,jarang,sering,9,Meningkatkan Kebugaran
859,19,laki-laki,191.1,71.8,73.1,sedang,jarang,jarang,6,Menjaga Kesehatan
860,52,laki-laki,185.6,81.1,72.6,rendah,tidak pernah,tidak pernah,6,Menjaga Kesehatan
861,38,laki-laki,170.1,69.2,63.2,sedang,jarang,jarang,9,Meningkatkan Kebugaran
862,23,laki-laki,177.9,53.3,61,rendah,jarang,jarang,6,Meningkatkan Berat Badan
863,62,laki-laki,180.7,93.7,99.6,tinggi,jarang,jarang,7,Meningkatkan Berat Badan
864,33,laki-laki,187.3,76.2,83.3,rendah,sering,tidak pernah,9,Meningkatkan Kebugaran
865,34,laki-laki,184.1,76.1,71.4,rendah,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
866,53,laki-laki,160.4,51,51.5,sedang,jarang,sering,4,Meningkatkan Kebugaran
867,32,laki-laki,164.5,62.8,58.6,sedang,jarang,tidak pernah,5,Menurunkan Berat Badan
868,64,laki-laki,189.1,83.6,74.8,rendah,tidak pernah,sering,7,Meningkatkan Kebugaran
869,23,laki-laki,180.8,75.9,71.1,rendah,tidak pernah,jarang,4,Menurunkan Berat Badan
870,21,laki-laki,184,88,76,sedang,sering,jarang,9,Meningkatkan Kebugaran
871,27,laki-laki,180.5,72.7,66.1,rendah,sering,sering,8,Menurunkan Berat Badan
872,19,laki-laki,161.3,56.7,57.7,tinggi,sering,sering,6,Menjaga Kesehatan
873,42,laki-laki,194.9,83.4,83.6,rendah,tidak pernah,sering,7,Meningkatkan Kebugaran
874,38,laki-laki,186.1,82.4,87.9,tinggi,tidak pernah,sering,8,Meningkatkan Berat Badan
875,26,laki-laki,176.9,81.5,72.1,tinggi,jarang,tidak pernah,4,Menurunkan Berat Badan
876,26,laki-laki,178.5,89,72.6,sedang,tidak pernah,sering,4,Meningkatkan Kebugaran
877,55,laki-laki,162.3,83.6,79.3,tinggi,jarang,sering,4,Menurunkan Berat Badan
878,29,laki-laki,166.7,51.4,54.7,rendah,jarang,jarang,6,Meningkatkan Berat Badan
879,40,laki-laki,171.6,72.3,72.3,tinggi,sering,tidak pernah,8,Menjaga Kesehatan
880,45,laki-laki,180.8,82.1,73.5,tinggi,sering,jarang,9,Menurunkan Berat Badan
881,65,laki-laki,171.9,84.2,78.6,tinggi,jarang,jarang,5,Menurunkan Berat Badan
882,39,laki-laki,198.5,132,117.9,sedang,jarang,tidak pernah,8,Menurunkan Berat Badan
883,49,laki-laki,163.6,70.3,62,tinggi,jarang,jarang,5,Menurunkan Berat Badan
884,50,laki-laki,164,57.5,54.5,tinggi,sering,jarang,7,Menjaga Kesehatan
885,43,laki-laki,180,90.3,65.6,sedang,tidak pernah,sering,8,Meningkatkan Kebugaran
886,42,laki-laki,188.8,81.1,88.4,rendah,tidak pernah,tidak pernah,6,Meningkatkan Berat Badan
887,20,laki-laki,189,63.6,71.6,tinggi,sering,jarang,4,Meningkatkan Berat Badan
888,18,laki-laki,166.7,72.3,61.8,tinggi,sering,sering,6,Menjaga Kesehatan
889,63,laki-laki,192,107.6,76.3,sedang,jarang,jarang,9,Meningkatkan Kebugaran
890,32,laki-laki,168.2,72.3,57.1,rendah,tidak pernah,jarang,7,Meningkatkan Kebugaran
891,30,laki-laki,170,77,62.2,sedang,jarang,tidak pernah,4,Menjaga Kesehatan
892,30,laki-laki,190.5,83.6,83.1,sedang,jarang,sering,5,Meningkatkan Kebugaran
893,38,laki-laki,167.8,69.2,60.6,sedang,tidak pernah,sering,7,Menjaga Kesehatan
894,49,laki-laki,191.6,104.7,78.6,sedang,sering,jarang,8,Menjaga Kesehatan
895,31,laki-laki,160.2,48.2,44.2,sedang,jarang,sering,8,Menurunkan Berat Badan
896,26,laki-laki,166.4,84.4,72,tinggi,sering,jarang,6,Menurunkan Berat Badan
897,23,laki-laki,190.5,94.2,88.7,rendah,tidak pernah,sering,5,Menurunkan Berat Badan
898,45,laki-laki,174.7,71.8,75.8,sedang,tidak pernah,sering,8,Meningkatkan Berat Badan
899,63,laki-laki,184,85.2,80.3,rendah,jarang,sering,5,Menurunkan Berat Badan
900,59,laki-laki,188,72.4,80,tinggi,jarang,jarang,7,Meningkatkan Berat Badan
901,43,laki-laki,176,81.6,71,rendah,jarang,tidak pernah,8,Menurunkan Berat Badan
902,35,laki-laki,172.7,73.7,63.4,rendah,sering,tidak pernah,4,Meningkatkan Kebugaran
903,22,laki-laki,163.7,57.3,56.2,rendah,tidak pernah,sering,7,Menjaga Kesehatan
904,27,laki-laki,183.6,104.6,86,tinggi,jarang,jarang,7,Menurunkan Berat Badan
905,19,laki-laki,181.6,70.6,71.6,rendah,jarang,tidak pernah,8,Menjaga Kesehatan
906,40,laki-laki,171.2,65.5,59.1,tinggi,sering,jarang,6,Meningkatkan Kebugaran
907,29,laki-laki,195.4,86.3,84.5,tinggi,sering,jarang,8,Meningkatkan Kebugaran
908,27,laki-laki,198.9,93,91.1,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
909,60,laki-laki,178.4,88,72,sedang,tidak pernah,sering,6,Menurunkan Berat Badan
910,21,laki-laki,177.7,80,67.8,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
911,19,laki-laki,180.7,83.6,73.6,tinggi,sering,tidak pernah,5,Menjaga Kesehatan
912,36,laki-laki,185.3,72.3,81.3,tinggi,sering,sering,9,Menjaga Kesehatan
913,59,laki-laki,190.5,88.4,91.3,tinggi,sering,tidak pernah,9,Meningkatkan Kebugaran
914,35,laki-laki,196.8,87.1,85.2,tinggi,tidak pernah,jarang,6,Menjaga Kesehatan
915,28,laki-laki,174.2,78.7,63.6,rendah,jarang,jarang,4,Menurunkan Berat Badan
916,33,laki-laki,163,68.8,58.5,rendah,tidak pernah,tidak pernah,9,Menjaga Kesehatan
917,28,laki-laki,170.7,51,64.8,tinggi,sering,sering,6,Meningkatkan Kebugaran
918,27,laki-laki,178.7,75.2,65.7,tinggi,sering,tidak pernah,6,Menjaga Kesehatan
919,57,laki-laki,182.4,76.1,68.3,rendah,tidak pernah,jarang,6,Menjaga Kesehatan
920,33,laki-laki,198.9,92.8,103,sedang,jarang,sering,6,Meningkatkan Berat Badan
921,57,laki-laki,192.2,80.1,74.2,sedang,jarang,jarang,6,Menurunkan Berat Badan
922,25,laki-laki,176.7,78.6,68.4,rendah,tidak pernah,sering,7,Menurunkan Berat Badan
923,44,laki-laki,196.3,79.7,77.5,rendah,jarang,sering,8,Meningkatkan Kebugaran
924,43,laki-laki,178.2,78.2,89.3,rendah,tidak pernah,tidak pernah,7,Meningkatkan Berat Badan
925,65,laki-laki,160.8,71.5,55.7,tinggi,sering,tidak pernah,5,Meningkatkan Kebugaran
926,39,laki-laki,182,75,64.1,sedang,tidak pernah,jarang,6,Menurunkan Berat Badan
927,40,laki-laki,196.8,105,79.9,sedang,jarang,sering,9,Meningkatkan Kebugaran
928,20,laki-laki,193,94.6,87.4,tinggi,sering,sering,7,Menurunkan Berat Badan
929,61,laki-laki,186.5,91.8,72.5,rendah,jarang,tidak pernah,6,Meningkatkan Kebugaran
930,44,laki-laki,175.9,63.3,74.1,rendah,tidak pernah,tidak pernah,5,Meningkatkan Kebugaran
931,48,laki-laki,185.3,66.4,66.9,tinggi,tidak pernah,sering,4,Meningkatkan Kebugaran
932,20,laki-laki,176,58.7,72.3,sedang,jarang,sering,7,Meningkatkan Kebugaran
933,24,laki-laki,195,84.1,86.8,sedang,jarang,jarang,9,Meningkatkan Kebugaran
934,21,laki-laki,163.2,67.6,54.4,sedang,tidak pernah,jarang,4,Menurunkan Berat Badan
935,55,laki-laki,172.3,67,66.8,tinggi,sering,jarang,5,Menjaga Kesehatan
936,55,laki-laki,193.8,100.2,82.1,sedang,tidak pernah,jarang,4,Meningkatkan Kebugaran
937,35,laki-laki,197.7,97.9,89.4,tinggi,sering,jarang,5,Menurunkan Berat Badan
938,51,laki-laki,160.6,66.4,53.5,tinggi,jarang,jarang,7,Meningkatkan Kebugaran
939,19,laki-laki,179.5,63.3,66,sedang,tidak pernah,jarang,8,Meningkatkan Kebugaran
940,28,laki-laki,171.3,69,69,sedang,jarang,sering,6,Meningkatkan Kebugaran
941,57,laki-laki,163.5,75.7,55.4,tinggi,jarang,jarang,5,Meningkatkan Kebugaran
942,28,laki-laki,196.5,100.9,80.6,tinggi,sering,tidak pernah,8,Meningkatkan Kebugaran
943,45,laki-laki,193.8,103.2,94.7,rendah,tidak pernah,sering,4,Menurunkan Berat Badan
944,63,laki-laki,162.4,66.3,70.4,rendah,tidak pernah,tidak pernah,7,Meningkatkan Berat Badan
945,31,laki-laki,199.4,127.7,106.5,sedang,tidak pernah,jarang,5,Menurunkan Berat Badan
946,34,laki-laki,198.1,114.2,98.6,rendah,tidak pernah,tidak pernah,7,Menurunkan Berat Badan
947,26,laki-laki,173.4,74.3,65.1,tinggi,sering,jarang,5,Menurunkan Berat Badan
948,23,laki-laki,196.6,101.8,82,tinggi,tidak pernah,sering,9,Meningkatkan Kebugaran
949,26,laki-laki,169.3,82.6,87.9,sedang,tidak pernah,jarang,4,Meningkatkan Berat Badan
950,56,laki-laki,168.8,53.9,55.8,sedang,tidak pernah,tidak pernah,9,Menjaga Kesehatan
951,32,laki-laki,181.8,72.2,67,rendah,tidak pernah,tidak pernah,9,Meningkatkan Kebugaran
952,49,laki-laki,177.6,76.2,68.3,sedang,jarang,sering,9,Menjaga Kesehatan
953,34,laki-laki,193.2,89.6,84.4,tinggi,tidak pernah,sering,9,Menjaga Kesehatan
954,36,laki-laki,175.1,61.7,73.5,rendah,tidak pernah,jarang,9,Meningkatkan Kebugaran
955,39,laki-laki,163.2,65,66.9,sedang,jarang,jarang,8,Menjaga Kesehatan
956,41,laki-laki,167,54.7,63.5,rendah,tidak pernah,tidak pernah,8,Meningkatkan Kebugaran
957,63,laki-laki,169.9,69.9,60.3,rendah,jarang,jarang,4,Menjaga Kesehatan
958,35,laki-laki,197.6,84.4,90.5,tinggi,sering,tidak pernah,8,Meningkatkan Kebugaran
959,23,laki-laki,189.3,83.5,85.2,rendah,tidak pernah,jarang,4,Meningkatkan Kebugaran
960,44,laki-laki,163.1,54.8,58.2,sedang,jarang,sering,8,Meningkatkan Berat Badan
961,47,laki-laki,179.2,76.1,67.4,rendah,tidak pernah,jarang,7,Menjaga Kesehatan
962,27,laki-laki,190.2,71.2,57,tinggi,jarang,sering,7,Menurunkan Berat Badan
963,24,laki-laki,167.4,92.7,57.1,rendah,tidak pernah,jarang,6,Menjaga Kesehatan
964,22,laki-laki,169.9,75.9,84.9,rendah,tidak pernah,tidak pernah,4,Meningkatkan Berat Badan
965,48,laki-laki,185.2,102.2,72.9,tinggi,sering,tidak pernah,6,Menjaga Kesehatan
966,22,laki-laki,165.4,63.1,62.3,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
967,25,laki-laki,180.1,73.3,72.3,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
968,25,laki-laki,189.6,110.3,81.3,tinggi,sering,sering,8,Meningkatkan Kebugaran
969,43,laki-laki,179.8,87.6,73.6,tinggi,tidak pernah,tidak pernah,9,Menjaga Kesehatan
970,48,laki-laki,179,91.1,81.9,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
971,37,laki-laki,167,65.1,57,tinggi,sering,tidak pernah,5,Meningkatkan Kebugaran
972,42,laki-laki,160.7,54.2,55.8,sedang,jarang,jarang,5,Meningkatkan Kebugaran
973,31,laki-laki,160.1,71.3,61.3,sedang,jarang,sering,4,Menurunkan Berat Badan
974,28,laki-laki,175.7,90.3,76.2,sedang,jarang,jarang,7,Menurunkan Berat Badan
975,39,laki-laki,173.9,60.4,62.8,sedang,sering,jarang,4,Menjaga Kesehatan
976,51,laki-laki,187.3,77.5,79.6,sedang,tidak pernah,sering,7,Meningkatkan Kebugaran
977,60,laki-laki,178.6,73.8,75.7,rendah,tidak pernah,sering,8,Meningkatkan Kebugaran
978,55,laki-laki,188.8,93.3,81.6,sedang,tidak pernah,jarang,4,Menurunkan Berat Badan
979,28,laki-laki,190.7,86.7,75.7,tinggi,sering,sering,7,Menjaga Kesehatan
980,63,laki-laki,161.8,73,60.5,tinggi,sering,sering,5,Meningkatkan Kebugaran
981,56,laki-laki,166,78.5,72.4,tinggi,sering,sering,8,Menurunkan Berat Badan
982,62,laki-laki,175.2,81.8,73.6,tinggi,tidak pernah,jarang,7,Menurunkan Berat Badan
983,55,laki-laki,166.6,64.4,71.1,rendah,tidak pernah,tidak pernah,6,Meningkatkan Berat Badan
984,25,laki-laki,191.8,90.2,80.1,sedang,sering,jarang,8,Menjaga Kesehatan
985,19,laki-laki,186.6,75,76.3,tinggi,sering,jarang,8,Meningkatkan Kebugaran
986,40,laki-laki,171.7,61.7,54.1,tinggi,jarang,sering,5,Menurunkan Berat Badan
987,28,laki-laki,160.2,55.3,54.3,rendah,tidak pernah,jarang,8,Meningkatkan Kebugaran
988,40,laki-laki,177.8,76.6,76.8,rendah,sering,sering,4,Meningkatkan Kebugaran
989,21,laki-laki,174.3,83.3,63.8,tinggi,sering,jarang,8,Menjaga Kesehatan
990,30,laki-laki,160.4,71.3,52.9,rendah,sering,jarang,5,Meningkatkan Kebugaran
991,47,laki-laki,174.3,65.6,71.7,rendah,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
992,52,laki-laki,177.7,87.2,80.4,rendah,jarang,jarang,4,Menurunkan Berat Badan
993,19,laki-laki,177.9,88.1,101.3,rendah,tidak pernah,jarang,4,Meningkatkan Berat Badan
994,55,laki-laki,170.2,76.7,84.1,rendah,jarang,sering,6,Meningkatkan Berat Badan
995,53,laki-laki,191.2,79.9,87.3,rendah,tidak pernah,sering,9,Meningkatkan Berat Badan
996,43,laki-laki,195.4,101.9,88.6,rendah,tidak pernah,tidak pernah,5,Menurunkan Berat Badan
997,49,laki-laki,197.6,101.6,84.3,rendah,tidak pernah,jarang,8,Meningkatkan Kebugaran
998,64,laki-laki,169.7,78.5,70.5,sedang,sering,sering,5,Menurunkan Berat Badan
999,58,laki-laki,196.1,97.6,91,rendah,jarang,tidak pernah,6,Menurunkan Berat Badan
1000,39,laki-laki,197.6,88.5,79,sedang,tidak pernah,sering,5,Menjaga Kesehatan
1001,65,laki-laki,171.3,74.1,65.6,sedang,sering,tidak pernah,7,Meningkatkan Kebugaran
1002,49,laki-laki,170.7,54.3,45.6,rendah,jarang,jarang,7,Menurunkan Berat Badan
1003,41,laki-laki,169.5,64.2,66.5,tinggi,sering,sering,5,Meningkatkan Kebugaran
1004,34,laki-laki,170.8,78.1,69.7,tinggi,sering,tidak pernah,8,Menjaga Kesehatan
1005,42,laki-laki,190.3,80.4,74.6,rendah,sering,jarang,4,Menurunkan Berat Badan
1006,25,laki-laki,187,64.1,70.7,sedang,sering,jarang,8,Meningkatkan Kebugaran
1007,62,laki-laki,192.9,101,82.2,tinggi,tidak pernah,jarang,4,Menjaga Kesehatan
1008,64,laki-laki,194.5,87.6,76.6,tinggi,sering,tidak pernah,4,Meningkatkan Kebugaran
1009,34,laki-laki,187.6,71.9,70.3,tinggi,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
1010,47,laki-laki,191,81.8,80.3,tinggi,tidak pernah,jarang,6,Meningkatkan Kebugaran
1011,19,laki-laki,181,75,76.1,sedang,sering,sering,5,Menjaga Kesehatan
1012,43,laki-laki,182.5,88.6,94,rendah,tidak pernah,tidak pernah,8,Meningkatkan Berat Badan
1013,63,laki-laki,161.6,71.4,61.4,tinggi,jarang,tidak pernah,6,Meningkatkan Kebugaran
1014,61,laki-laki,181.5,85,75.2,sedang,sering,tidak pernah,8,Menurunkan Berat Badan
1015,49,laki-laki,196.9,97.4,84.6,sedang,tidak pernah,sering,6,Menurunkan Berat Badan
1016,57,laki-laki,197,92.7,83,sedang,jarang,sering,5,Meningkatkan Kebugaran
1017,61,laki-laki,183.6,90.4,68.2,sedang,jarang,tidak pernah,6,Meningkatkan Kebugaran
1018,59,laki-laki,164.4,52.3,64,tinggi,sering,sering,5,Menjaga Kesehatan
1019,23,laki-laki,177.9,83.4,72.2,sedang,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
1020,53,laki-laki,186,100.8,89.9,tinggi,sering,tidak pernah,5,Menurunkan Berat Badan
1021,57,laki-laki,190.1,117.3,104.3,sedang,sering,sering,5,Menurunkan Berat Badan
1022,23,laki-laki,193.7,85.6,83.1,tinggi,sering,tidak pernah,6,Meningkatkan Kebugaran
1023,49,laki-laki,194.2,85.6,80.2,rendah,jarang,tidak pernah,8,Menjaga Kesehatan
1024,56,laki-laki,177.3,88.5,68.1,tinggi,tidak pernah,sering,5,Meningkatkan Kebugaran
1025,60,laki-laki,182.7,97,78.9,tinggi,sering,sering,4,Menurunkan Berat Badan
1026,30,laki-laki,173.5,77.5,73.3,sedang,tidak pernah,jarang,9,Menurunkan Berat Badan
1027,35,laki-laki,191.2,69.2,56.5,rendah,tidak pernah,sering,5,Menurunkan Berat Badan
1028,44,laki-laki,198.6,93.8,81.2,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
1029,38,laki-laki,169.7,56.3,60.3,rendah,tidak pernah,tidak pernah,9,Meningkatkan Berat Badan
1030,60,laki-laki,195.3,88.9,100.5,sedang,jarang,jarang,7,Meningkatkan Berat Badan
1031,58,laki-laki,177.3,84.5,71.7,tinggi,jarang,sering,4,Menurunkan Berat Badan
1032,44,laki-laki,175.2,75,69.3,tinggi,sering,jarang,8,Menurunkan Berat Badan
1033,44,laki-laki,183.6,66.4,80.2,sedang,tidak pernah,jarang,4,Menjaga Kesehatan
1034,25,laki-laki,161.7,64.2,53.9,tinggi,tidak pernah,sering,4,Menurunkan Berat Badan
1035,20,laki-laki,170.9,59.9,57,rendah,tidak pernah,sering,5,Menjaga Kesehatan
1036,20,laki-laki,198.7,90.3,89.9,rendah,jarang,sering,8,Menjaga Kesehatan
1037,25,laki-laki,198.8,118.5,96.5,rendah,jarang,sering,4,Menurunkan Berat Badan
1038,47,laki-laki,197,88.6,85.7,sedang,sering,tidak pernah,6,Meningkatkan Kebugaran
1039,38,laki-laki,173.8,83,69.3,tinggi,sering,sering,6,Menurunkan Berat Badan
1040,62,laki-laki,163.7,82.8,69.8,tinggi,sering,tidak pernah,4,Menurunkan Berat Badan
1041,34,laki-laki,162.9,62.9,66.2,sedang,jarang,sering,5,Meningkatkan Berat Badan
1042,54,laki-laki,162.6,72,53.4,sedang,sering,sering,8,Meningkatkan Kebugaran
1043,37,laki-laki,194.8,83.4,80.6,sedang,jarang,tidak pernah,9,Meningkatkan Kebugaran
1044,56,laki-laki,161.8,63.4,66.1,rendah,tidak pernah,sering,7,Meningkatkan Kebugaran
1045,45,laki-laki,191.1,71.4,70.2,tinggi,sering,sering,6,Menjaga Kesehatan
1046,62,laki-laki,175.7,80,71,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
1047,52,laki-laki,188.4,71.7,59.8,sedang,jarang,sering,6,Menurunkan Berat Badan
1048,45,laki-laki,169.9,72.9,66.8,sedang,jarang,sering,5,Menjaga Kesehatan
1049,23,laki-laki,175.3,75.9,78.4,rendah,tidak pernah,sering,4,Menjaga Kesehatan
1050,29,laki-laki,169.5,62.1,60.2,rendah,tidak pernah,sering,9,Meningkatkan Kebugaran
1051,27,laki-laki,164.9,89.5,61.9,sedang,jarang,sering,8,Menjaga Kesehatan
1052,58,laki-laki,166.8,73.2,64.8,rendah,jarang,jarang,5,Menurunkan Berat Badan
1053,48,laki-laki,191.1,93.9,74,sedang,jarang,tidak pernah,8,Meningkatkan Kebugaran
1054,40,laki-laki,172.9,61.6,69.9,tinggi,sering,tidak pernah,9,Meningkatkan Berat Badan
1055,40,laki-laki,169.2,82.7,62.1,rendah,tidak pernah,sering,7,Menjaga Kesehatan
1056,21,laki-laki,176.1,75.5,82.6,sedang,jarang,jarang,6,Meningkatkan Berat Badan
1057,42,laki-laki,160.8,82,61.9,sedang,jarang,tidak pernah,4,Meningkatkan Kebugaran
1058,32,laki-laki,160.5,52,61.5,sedang,jarang,tidak pernah,5,Meningkatkan Kebugaran
1059,37,laki-laki,170.3,70.3,69.7,tinggi,tidak pernah,jarang,4,Menjaga Kesehatan
1060,39,laki-laki,160.6,59.6,54.2,sedang,jarang,sering,6,Menurunkan Berat Badan
1061,49,laki-laki,192.8,73.8,88.5,sedang,tidak pernah,tidak pernah,6,Meningkatkan Kebugaran
1062,35,laki-laki,182.1,87.8,76.6,sedang,tidak pernah,jarang,7,Menjaga Kesehatan
1063,50,laki-laki,170.9,58.4,57.4,sedang,jarang,tidak pernah,9,Meningkatkan Kebugaran
1064,19,laki-laki,170.2,52.6,48.5,sedang,jarang,jarang,4,Menurunkan Berat Badan
1065,36,laki-laki,174.7,79.4,71.5,rendah,tidak pernah,jarang,7,Menurunkan Berat Badan
1066,38,laki-laki,184.6,85.8,77.8,rendah,tidak pernah,jarang,9,Menurunkan Berat Badan
1067,41,laki-laki,160.7,72.9,66.8,sedang,sering,sering,9,Menurunkan Berat Badan
1068,40,laki-laki,193,81.2,88.6,rendah,tidak pernah,sering,5,Meningkatkan Berat Badan
1069,20,laki-laki,195.4,78.1,88.6,sedang,jarang,sering,8,Meningkatkan Berat Badan
1070,34,laki-laki,167.8,67,57.2,sedang,sering,jarang,5,Menjaga Kesehatan
1071,54,laki-laki,198.5,105,94.3,rendah,tidak pernah,sering,4,Menurunkan Berat Badan
1072,40,laki-laki,176.1,82.7,67.3,tinggi,sering,jarang,6,Menurunkan Berat Badan
1073,35,laki-laki,185.9,94.1,88.9,rendah,tidak pernah,tidak pernah,4,Menurunkan Berat Badan
1074,61,laki-laki,176.1,82.7,74.2,sedang,tidak pernah,tidak pernah,7,Menurunkan Berat Badan
1075,54,laki-laki,183.3,82.4,84.1,tinggi,jarang,sering,7,Meningkatkan Kebugaran
1076,25,laki-laki,188.3,76.4,75.6,rendah,tidak pernah,jarang,8,Meningkatkan Kebugaran
1077,48,laki-laki,164.6,70.1,64.9,sedang,jarang,tidak pernah,8,Meningkatkan Kebugaran
1078,61,laki-laki,160.3,58.1,59.5,rendah,jarang,jarang,6,Menjaga Kesehatan
1079,60,laki-laki,172.1,68.9,59.8,sedang,sering,tidak pernah,8,Meningkatkan Kebugaran
1080,45,laki-laki,184.8,99,79.3,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
1081,36,laki-laki,175.7,68.4,68.3,sedang,sering,tidak pernah,6,Meningkatkan Kebugaran
1082,49,laki-laki,195,96.5,83.4,sedang,tidak pernah,jarang,7,Menjaga Kesehatan
1083,41,laki-laki,184.1,77.7,77.1,sedang,sering,sering,8,Menjaga Kesehatan
1084,62,laki-laki,192.1,95.8,79.1,tinggi,sering,tidak pernah,5,Menurunkan Berat Badan
1085,24,laki-laki,195.2,103.1,85.8,rendah,jarang,tidak pernah,9,Meningkatkan Kebugaran
1086,58,laki-laki,182.6,82.2,75.7,rendah,jarang,tidak pernah,4,Menjaga Kesehatan
1087,59,laki-laki,170.2,73.2,69,rendah,jarang,jarang,7,Menurunkan Berat Badan
1088,30,laki-laki,194.2,101.9,88.6,tinggi,sering,sering,6,Menurunkan Berat Badan
1089,38,laki-laki,199.7,101.3,84.5,sedang,jarang,tidak pernah,4,Meningkatkan Kebugaran
1090,33,laki-laki,186.2,76.7,77.9,tinggi,sering,tidak pernah,4,Meningkatkan Kebugaran
1091,21,laki-laki,185.9,59.6,80.4,tinggi,jarang,jarang,8,Meningkatkan Kebugaran
1092,30,laki-laki,192.5,89.7,75.2,sedang,jarang,tidak pernah,5,Meningkatkan Kebugaran
1093,43,laki-laki,168,69.7,67.6,tinggi,sering,jarang,9,Menjaga Kesehatan
1094,47,laki-laki,194.1,91.6,80.6,rendah,jarang,tidak pernah,6,Meningkatkan Kebugaran
1095,58,laki-laki,161.5,72.4,63.6,rendah,jarang,sering,4,Menurunkan Berat Badan
1096,62,laki-laki,166.6,71,58,rendah,tidak pernah,sering,5,Meningkatkan Kebugaran
1097,27,laki-laki,192.5,99.6,82.6,tinggi,sering,sering,9,Menurunkan Berat Badan
1098,41,laki-laki,172.2,84.7,76.5,rendah,tidak pernah,sering,8,Menurunkan Berat Badan
1099,38,laki-laki,180.4,83.1,77.4,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
1100,44,laki-laki,192.1,85.5,75.3,rendah,jarang,tidak pernah,6,Meningkatkan Kebugaran
1101,49,perempuan,176.6,81.4,73.2,rendah,jarang,tidak pernah,5,Meningkatkan Kebugaran
1102,41,perempuan,183.6,79,81.6,sedang,jarang,jarang,6,Menjaga Kesehatan
1103,61,perempuan,177.9,71.6,72.8,tinggi,sering,jarang,6,Meningkatkan Kebugaran
1104,21,perempuan,155.6,58.7,48.7,sedang,sering,jarang,4,Menurunkan Berat Badan
1105,56,perempuan,154.9,63.1,55.1,tinggi,sering,sering,5,Menurunkan Berat Badan
